id,name,price,sale_price
779,kitsch,194.00,125.00
780,cray,62.00,185.00
781,schlitz,155.00,49.00
782,stumptown,298.00,107.00
783,slow-carb,212.00,155.00
784,brooklyn,294.00,10.00
785,cold-pressed,30.00,38.00
786,pug,99.00,32.00
787,schlitz,239.00,3.00
788,carry,365.00,20.00
789,portland,357.00,148.00
790,mumblecore,198.00,175.00
791,keytar,224.00,167.00
792,dreamcatcher,136.00,147.00
793,DIY,93.00,31.00
794,cred,183.00,76.00
795,church-key,303.00,13.00
796,irony,109.00,145.00
797,crucifix,50.00,114.00
798,poutine,134.00,161.00
799,chicharrones,69.00,114.00
800,lomo,15.00,41.00
801,fingerstache,178.00,102.00
802,iPhone,185.00,75.00
803,asymmetrical,134.00,129.00
804,chicharrones,81.00,185.00
805,bespoke,322.00,15.00
806,aesthetic,320.00,71.00
807,cold-pressed,171.00,98.00
808,vegan,110.00,58.00
809,truffaut,241.00,23.00
810,sriracha,328.00,70.00
811,asymmetrical,249.00,0.00
812,beard,78.00,122.00
813,disrupt,38.00,152.00
814,everyday,298.00,112.00
815,paleo,51.00,95.00
816,freegan,121.00,118.00
817,taxidermy,227.00,189.00
818,yr,235.00,109.00
819,master,153.00,150.00
820,pabst,144.00,90.00
821,XOXO,224.00,46.00
822,post-ironic,221.00,81.00
823,tilde,33.00,39.00
824,waistcoat,128.00,5.00
825,cred,286.00,44.00
826,DIY,231.00,148.00
827,locavore,80.00,109.00
828,retro,129.00,142.00
829,irony,294.00,19.00
830,distillery,350.00,188.00
831,kitsch,353.00,180.00
832,helvetica,299.00,7.00
833,williamsburg,73.00,133.00
834,portland,300.00,32.00
835,butcher,141.00,87.00
836,health,88.00,32.00
837,cronut,83.00,119.00
838,+1,93.00,178.00
839,mustache,221.00,67.00
840,ennui,35.00,130.00
841,seitan,10.00,34.00
842,banjo,195.00,138.00
843,synth,132.00,60.00
844,master,35.00,152.00
845,polaroid,124.00,4.00
846,migas,183.00,56.00
847,park,378.00,119.00
848,hoodie,377.00,160.00
849,bitters,52.00,160.00
850,kitsch,51.00,5.00
851,carry,182.00,170.00
852,actually,165.00,17.00
853,vinyl,275.00,142.00
854,brunch,40.00,59.00
855,goth,55.00,158.00
856,cold-pressed,65.00,177.00
857,pinterest,84.00,81.00
858,quinoa,338.00,17.00
859,drinking,346.00,118.00
860,8-bit,7.00,88.00
861,salvia,20.00,121.00
862,bitters,276.00,16.00
863,waistcoat,282.00,85.00
864,Godard,270.00,167.00
865,Yuccie,137.00,11.00
866,XOXO,105.00,144.00
867,franzen,137.00,68.00
868,drinking,373.00,39.00
869,bitters,378.00,78.00
870,salvia,355.00,179.00
871,roof,114.00,158.00
872,narwhal,32.00,145.00
873,pitchfork,24.00,174.00
874,leggings,142.00,100.00
875,artisan,29.00,78.00
876,Yuccie,315.00,100.00
877,artisan,148.00,29.00
878,gastropub,207.00,102.00
879,lumbersexual,174.00,26.00
880,semiotics,94.00,112.00
881,pabst,248.00,147.00
882,whatever,47.00,142.00
883,pitchfork,345.00,99.00
884,biodiesel,21.00,57.00
885,stumptown,14.00,56.00
886,slow-carb,215.00,87.00
887,wayfarers,82.00,113.00
888,VHS,136.00,36.00
889,pop-up,198.00,155.00
890,park,65.00,185.00
891,lo-fi,57.00,60.00
892,sustainable,60.00,89.00
893,bushwick,299.00,173.00
894,truffaut,144.00,40.00
895,humblebrag,123.00,2.00
896,tousled,76.00,25.00
897,chicharrones,274.00,63.00
898,mustache,290.00,83.00
899,franzen,36.00,3.00
900,meggings,48.00,187.00
901,organic,13.00,142.00
902,kitsch,375.00,91.00
903,pitchfork,82.00,57.00
904,drinking,171.00,96.00
905,vinegar,48.00,183.00
906,shoreditch,32.00,108.00
907,seitan,237.00,170.00
908,ramps,215.00,146.00
909,chillwave,339.00,42.00
910,vegan,149.00,34.00
911,sriracha,20.00,115.00
912,bushwick,51.00,90.00
913,bitters,245.00,91.00
914,chicharrones,241.00,139.00
915,humblebrag,265.00,174.00
916,retro,337.00,52.00
917,tumblr,222.00,15.00
918,polaroid,195.00,122.00
919,whatever,138.00,5.00
920,cronut,142.00,183.00
921,helvetica,59.00,21.00
922,vinyl,24.00,39.00
923,cronut,211.00,181.00
924,seitan,166.00,19.00
925,typewriter,160.00,63.00
926,marfa,286.00,138.00
927,vegan,244.00,149.00
928,tilde,70.00,132.00
929,listicle,299.00,18.00
930,listicle,177.00,171.00
931,lumbersexual,322.00,17.00
932,freegan,122.00,50.00
933,sustainable,241.00,71.00
934,listicle,357.00,86.00
935,meh,176.00,157.00
936,celiac,233.00,121.00
937,flexitarian,89.00,69.00
938,swag,37.00,49.00
939,tilde,211.00,123.00
940,irony,343.00,133.00
941,skateboard,188.00,81.00
942,meditation,231.00,106.00
943,heirloom,76.00,84.00
944,pop-up,360.00,176.00
945,vice,169.00,122.00
946,cred,82.00,161.00
947,authentic,102.00,140.00
948,mustache,266.00,169.00
949,goth,231.00,150.00
950,plaid,54.00,182.00
951,biodiesel,16.00,41.00
952,crucifix,154.00,130.00
953,locavore,301.00,16.00
954,typewriter,272.00,143.00
955,marfa,179.00,132.00
956,flannel,135.00,80.00
957,plaid,243.00,70.00
958,tumblr,79.00,18.00
959,austin,145.00,18.00
960,organic,336.00,140.00
961,sustainable,330.00,118.00
962,leggings,364.00,27.00
963,vegan,251.00,159.00
964,franzen,188.00,106.00
965,leggings,152.00,119.00
966,+1,89.00,120.00
967,knausgaard,181.00,120.00
968,ethical,5.00,126.00
969,normcore,328.00,18.00
970,Thundercats,190.00,188.00
971,hella,106.00,110.00
972,carry,240.00,58.00
973,ugh,175.00,26.00
974,bushwick,298.00,68.00
975,ugh,135.00,184.00
976,pug,159.00,27.00
977,venmo,97.00,16.00
978,YOLO,365.00,167.00
979,letterpress,266.00,154.00
980,ramps,66.00,145.00
981,crucifix,304.00,76.00
982,narwhal,100.00,122.00
983,Thundercats,317.00,172.00
984,venmo,90.00,123.00
985,meh,285.00,107.00
986,viral,287.00,22.00
987,asymmetrical,24.00,84.00
988,etsy,258.00,94.00
989,authentic,69.00,11.00
990,squid,18.00,149.00
991,gluten-free,126.00,111.00
992,yr,103.00,176.00
993,post-ironic,115.00,142.00
994,cred,108.00,88.00
995,farm-to-table,312.00,64.00
996,XOXO,47.00,186.00
997,fingerstache,49.00,67.00
998,tacos,281.00,150.00
999,skateboard,89.00,28.00
1000,squid,36.00,139.00
1,normcore,196.00,26.00
2,keytar,199.00,56.00
3,biodiesel,145.00,84.00
4,semiotics,357.00,125.00
5,roof,168.00,166.00
6,fixie,261.00,182.00
7,shoreditch,303.00,13.00
8,retro,298.00,73.00
9,williamsburg,265.00,94.00
10,cred,166.00,171.00
11,kombucha,367.00,0.00
12,salvia,213.00,147.00
13,pour-over,322.00,32.00
14,kogi,277.00,84.00
15,lo-fi,256.00,189.00
16,heirloom,287.00,186.00
17,etsy,171.00,128.00
18,post-ironic,57.00,8.00
19,retro,367.00,185.00
20,PBR&B,307.00,70.00
21,twee,130.00,47.00
22,literally,301.00,24.00
23,brooklyn,142.00,37.00
24,kogi,31.00,44.00
25,keytar,125.00,51.00
26,pour-over,277.00,173.00
27,authentic,113.00,73.00
28,biodiesel,371.00,177.00
29,lo-fi,349.00,24.00
30,tofu,73.00,35.00
31,Yuccie,60.00,109.00
32,sartorial,355.00,97.00
33,semiotics,324.00,62.00
34,fingerstache,95.00,64.00
35,pitchfork,182.00,53.00
36,chillwave,376.00,89.00
37,gastropub,296.00,132.00
38,wayfarers,13.00,11.00
39,scenester,53.00,165.00
40,pabst,29.00,60.00
41,selfies,269.00,117.00
42,cred,350.00,46.00
43,gastropub,280.00,119.00
44,tilde,129.00,118.00
45,asymmetrical,234.00,72.00
46,YOLO,194.00,178.00
47,drinking,270.00,190.00
48,park,349.00,134.00
49,letterpress,101.00,183.00
50,YOLO,257.00,133.00
51,church-key,107.00,74.00
52,selvage,233.00,76.00
53,XOXO,161.00,61.00
54,kitsch,44.00,176.00
55,XOXO,292.00,145.00
56,vinyl,262.00,124.00
57,selvage,371.00,0.00
58,hella,180.00,116.00
59,bushwick,138.00,4.00
60,lomo,241.00,38.00
61,franzen,297.00,26.00
62,slow-carb,146.00,112.00
63,pinterest,90.00,63.00
64,vinyl,125.00,111.00
65,freegan,41.00,138.00
66,squid,138.00,105.00
67,authentic,180.00,189.00
68,celiac,292.00,61.00
69,DIY,308.00,20.00
70,typewriter,59.00,74.00
71,actually,243.00,156.00
72,banjo,175.00,93.00
73,kitsch,222.00,29.00
74,offal,56.00,17.00
75,8-bit,152.00,50.00
76,scenester,32.00,60.00
77,street,78.00,63.00
78,brunch,65.00,130.00
79,wayfarers,265.00,110.00
80,meditation,43.00,169.00
81,8-bit,24.00,182.00
82,pour-over,195.00,135.00
83,letterpress,34.00,107.00
84,chartreuse,151.00,187.00
85,disrupt,163.00,72.00
86,gastropub,221.00,185.00
87,meditation,289.00,64.00
88,master,49.00,175.00
89,migas,167.00,11.00
90,YOLO,266.00,12.00
91,vegan,290.00,189.00
92,venmo,182.00,99.00
93,tousled,105.00,77.00
94,yr,214.00,107.00
95,sartorial,292.00,68.00
96,skateboard,86.00,52.00
97,etsy,77.00,164.00
98,hoodie,196.00,184.00
99,truffaut,369.00,23.00
100,franzen,88.00,173.00
101,narwhal,174.00,152.00
102,brooklyn,15.00,131.00
103,fixie,376.00,89.00
104,gluten-free,243.00,34.00
105,ennui,50.00,108.00
106,typewriter,370.00,117.00
107,artisan,170.00,147.00
108,roof,202.00,82.00
109,cardigan,60.00,52.00
110,quinoa,250.00,151.00
111,skateboard,257.00,27.00
112,humblebrag,64.00,35.00
113,squid,308.00,103.00
114,williamsburg,181.00,58.00
115,cardigan,128.00,178.00
116,blog,197.00,9.00
117,brunch,227.00,5.00
118,chicharrones,200.00,71.00
119,roof,149.00,150.00
120,pinterest,26.00,44.00
121,Godard,180.00,48.00
122,try-hard,97.00,43.00
123,squid,153.00,153.00
124,chambray,234.00,187.00
125,church-key,141.00,74.00
126,chartreuse,135.00,42.00
127,tilde,328.00,25.00
128,fixie,328.00,49.00
129,park,288.00,36.00
130,chambray,31.00,136.00
131,synth,338.00,52.00
132,typewriter,66.00,70.00
133,readymade,344.00,22.00
134,carry,331.00,32.00
135,gastropub,119.00,155.00
136,kitsch,182.00,17.00
137,90's,189.00,105.00
138,leggings,198.00,43.00
139,skateboard,44.00,35.00
140,YOLO,49.00,17.00
141,brunch,89.00,39.00
142,tilde,356.00,40.00
143,beard,300.00,147.00
144,lumbersexual,178.00,94.00
145,viral,98.00,136.00
146,XOXO,84.00,76.00
147,truffaut,89.00,108.00
148,gentrify,74.00,88.00
149,loko,182.00,132.00
150,distillery,277.00,68.00
151,YOLO,177.00,16.00
152,hella,8.00,92.00
153,wolf,321.00,155.00
154,mixtape,42.00,149.00
155,vinyl,320.00,96.00
156,artisan,42.00,4.00
157,microdosing,108.00,84.00
158,paleo,44.00,96.00
159,XOXO,330.00,46.00
160,chia,375.00,78.00
161,VHS,44.00,83.00
162,wayfarers,250.00,95.00
163,church-key,195.00,136.00
164,cred,306.00,13.00
165,plaid,38.00,146.00
166,readymade,159.00,137.00
167,freegan,360.00,44.00
168,umami,36.00,15.00
169,chia,282.00,65.00
170,waistcoat,376.00,158.00
171,freegan,52.00,26.00
172,blog,73.00,160.00
173,biodiesel,123.00,91.00
174,slow-carb,284.00,6.00
175,everyday,80.00,176.00
176,ugh,124.00,164.00
177,carry,227.00,47.00
178,skateboard,98.00,5.00
179,master,257.00,48.00
180,fingerstache,32.00,57.00
181,stumptown,267.00,140.00
182,kitsch,36.00,2.00
183,DIY,153.00,20.00
184,neutra,276.00,114.00
185,disrupt,313.00,64.00
186,austin,274.00,49.00
187,mumblecore,278.00,159.00
188,organic,209.00,185.00
189,mixtape,204.00,5.00
190,kickstarter,128.00,153.00
191,vice,109.00,100.00
192,carry,189.00,163.00
193,cardigan,126.00,138.00
194,viral,326.00,12.00
195,master,90.00,19.00
196,aesthetic,217.00,185.00
197,church-key,329.00,153.00
198,artisan,360.00,126.00
199,selfies,273.00,70.00
200,drinking,82.00,7.00
201,marfa,311.00,78.00
202,freegan,60.00,92.00
203,ramps,52.00,123.00
204,heirloom,338.00,73.00
205,actually,55.00,114.00
206,retro,224.00,111.00
207,tacos,219.00,137.00
208,vinyl,91.00,109.00
209,mixtape,241.00,159.00
210,biodiesel,352.00,12.00
211,tacos,225.00,58.00
212,organic,291.00,25.00
213,taxidermy,148.00,111.00
214,cold-pressed,36.00,123.00
215,narwhal,260.00,157.00
216,kickstarter,74.00,31.00
217,skateboard,35.00,123.00
218,tilde,150.00,127.00
219,sartorial,165.00,64.00
220,disrupt,220.00,10.00
221,paleo,198.00,108.00
222,skateboard,221.00,128.00
223,irony,213.00,95.00
224,chillwave,172.00,158.00
225,shoreditch,22.00,169.00
226,tacos,225.00,148.00
227,tattooed,66.00,151.00
228,venmo,307.00,136.00
229,gastropub,185.00,81.00
230,pitchfork,251.00,3.00
231,lo-fi,217.00,172.00
232,chillwave,81.00,87.00
233,goth,267.00,130.00
234,vice,360.00,121.00
235,tattooed,251.00,170.00
236,cleanse,216.00,165.00
237,vinyl,361.00,71.00
238,skateboard,149.00,111.00
239,cray,15.00,142.00
240,squid,365.00,146.00
241,microdosing,297.00,80.00
242,post-ironic,56.00,19.00
243,pug,104.00,113.00
244,Godard,211.00,116.00
245,meggings,220.00,179.00
246,drinking,14.00,77.00
247,locavore,160.00,171.00
248,blog,303.00,183.00
249,gentrify,62.00,147.00
250,mixtape,207.00,172.00
251,hashtag,121.00,99.00
252,austin,245.00,99.00
253,farm-to-table,66.00,189.00
254,polaroid,48.00,27.00
255,squid,238.00,17.00
256,health,366.00,73.00
257,leggings,313.00,125.00
258,chicharrones,85.00,89.00
259,distillery,84.00,189.00
260,semiotics,270.00,7.00
261,street,245.00,131.00
262,slow-carb,224.00,12.00
263,skateboard,98.00,19.00
264,health,82.00,45.00
265,farm-to-table,131.00,147.00
266,butcher,56.00,105.00
267,chambray,306.00,98.00
268,waistcoat,328.00,32.00
269,vegan,308.00,2.00
270,whatever,369.00,15.00
271,wayfarers,264.00,62.00
272,viral,200.00,104.00
273,scenester,206.00,138.00
274,stumptown,313.00,87.00
275,slow-carb,335.00,102.00
276,sustainable,263.00,155.00
277,hella,334.00,190.00
278,keytar,69.00,123.00
279,locavore,220.00,98.00
280,migas,245.00,4.00
281,kitsch,66.00,26.00
282,umami,14.00,85.00
283,marfa,379.00,99.00
284,cold-pressed,112.00,5.00
285,cred,106.00,106.00
286,austin,256.00,26.00
287,carry,261.00,153.00
288,pitchfork,327.00,50.00
289,gastropub,232.00,2.00
290,brunch,183.00,87.00
291,tousled,201.00,165.00
292,wayfarers,314.00,128.00
293,cray,231.00,146.00
294,farm-to-table,133.00,7.00
295,etsy,327.00,4.00
296,slow-carb,308.00,75.00
297,flannel,134.00,114.00
298,Thundercats,297.00,46.00
299,meh,60.00,21.00
300,hoodie,274.00,108.00
301,cleanse,214.00,30.00
302,tumblr,237.00,176.00
303,whatever,173.00,140.00
304,tilde,266.00,125.00
305,disrupt,13.00,179.00
306,shoreditch,218.00,189.00
307,quinoa,40.00,106.00
308,vinegar,239.00,171.00
309,portland,116.00,115.00
310,waistcoat,198.00,41.00
311,hashtag,374.00,35.00
312,cred,46.00,147.00
313,flannel,230.00,35.00
314,mixtape,17.00,5.00
315,8-bit,72.00,1.00
316,slow-carb,252.00,95.00
317,intelligentsia,15.00,72.00
318,austin,48.00,101.00
319,pug,376.00,161.00
320,cray,146.00,158.00
321,distillery,10.00,39.00
322,hammock,142.00,131.00
323,Thundercats,194.00,52.00
324,kombucha,38.00,27.00
325,sriracha,302.00,10.00
326,truffaut,268.00,63.00
327,vegan,226.00,107.00
328,pabst,231.00,103.00
329,lo-fi,355.00,64.00
330,loko,65.00,37.00
331,master,123.00,149.00
332,cred,159.00,34.00
333,gluten-free,203.00,168.00
334,chartreuse,365.00,86.00
335,kombucha,82.00,69.00
336,VHS,9.00,161.00
337,umami,379.00,43.00
338,pop-up,18.00,21.00
339,artisan,365.00,88.00
340,actually,142.00,143.00
341,YOLO,227.00,9.00
342,franzen,182.00,103.00
343,taxidermy,118.00,89.00
344,leggings,327.00,97.00
345,forage,89.00,190.00
346,butcher,104.00,77.00
347,skateboard,88.00,165.00
348,heirloom,86.00,115.00
349,yr,119.00,149.00
350,selvage,310.00,63.00
351,yr,62.00,60.00
352,brooklyn,238.00,41.00
353,pitchfork,166.00,37.00
354,dreamcatcher,279.00,66.00
355,XOXO,342.00,138.00
356,truffaut,138.00,97.00
357,bitters,173.00,102.00
358,90's,332.00,110.00
359,ramps,23.00,112.00
360,swag,205.00,13.00
361,mustache,255.00,171.00
362,literally,185.00,61.00
363,chia,15.00,12.00
364,polaroid,6.00,178.00
365,fixie,123.00,109.00
366,wayfarers,369.00,86.00
367,swag,228.00,24.00
368,intelligentsia,186.00,177.00
369,kombucha,19.00,101.00
370,crucifix,340.00,48.00
371,kogi,96.00,41.00
372,meditation,357.00,9.00
373,butcher,99.00,1.00
374,whatever,57.00,87.00
375,flexitarian,301.00,10.00
376,etsy,171.00,5.00
377,synth,249.00,168.00
378,echo,134.00,18.00
379,cornhole,104.00,186.00
380,yr,164.00,149.00
381,sartorial,345.00,30.00
382,sartorial,295.00,138.00
383,freegan,94.00,54.00
384,bespoke,355.00,81.00
385,squid,201.00,106.00
386,Thundercats,249.00,126.00
387,chicharrones,283.00,35.00
388,vinyl,103.00,151.00
389,pop-up,176.00,27.00
390,waistcoat,378.00,1.00
391,lomo,89.00,81.00
392,blog,8.00,127.00
393,pitchfork,25.00,51.00
394,retro,320.00,172.00
395,twee,177.00,4.00
396,salvia,301.00,119.00
397,ugh,185.00,153.00
398,squid,359.00,127.00
399,waistcoat,360.00,132.00
400,everyday,172.00,54.00
401,lumbersexual,250.00,14.00
402,flannel,178.00,62.00
403,chicharrones,88.00,21.00
404,lumbersexual,318.00,149.00
405,synth,166.00,23.00
406,tousled,258.00,29.00
407,shoreditch,21.00,50.00
408,pabst,18.00,165.00
409,90's,251.00,170.00
410,letterpress,224.00,56.00
411,Thundercats,297.00,81.00
412,master,111.00,131.00
413,typewriter,24.00,74.00
414,bushwick,91.00,125.00
415,chillwave,242.00,25.00
416,everyday,150.00,126.00
417,waistcoat,336.00,35.00
418,kitsch,233.00,62.00
419,cornhole,27.00,36.00
420,helvetica,8.00,85.00
421,etsy,270.00,93.00
422,celiac,285.00,166.00
423,locavore,354.00,84.00
424,gluten-free,263.00,43.00
425,asymmetrical,375.00,27.00
426,brunch,358.00,95.00
427,synth,56.00,43.00
428,slow-carb,313.00,83.00
429,kombucha,302.00,136.00
430,iPhone,316.00,137.00
431,etsy,19.00,149.00
432,plaid,222.00,122.00
433,skateboard,249.00,113.00
434,gentrify,89.00,51.00
435,vinyl,306.00,125.00
436,master,246.00,56.00
437,banjo,155.00,104.00
438,church-key,286.00,62.00
439,scenester,283.00,36.00
440,vinegar,144.00,147.00
441,typewriter,188.00,118.00
442,fingerstache,320.00,175.00
443,asymmetrical,360.00,86.00
444,street,119.00,184.00
445,knausgaard,109.00,80.00
446,vice,116.00,49.00
447,distillery,183.00,91.00
448,hoodie,165.00,47.00
449,listicle,128.00,87.00
450,mustache,213.00,15.00
451,health,280.00,77.00
452,offal,108.00,78.00
453,kitsch,56.00,170.00
454,echo,367.00,63.00
455,cardigan,189.00,113.00
456,ugh,289.00,14.00
457,loko,222.00,138.00
458,ennui,236.00,133.00
459,williamsburg,226.00,128.00
460,listicle,17.00,41.00
461,flannel,97.00,103.00
462,pinterest,94.00,130.00
463,tilde,355.00,111.00
464,heirloom,240.00,133.00
465,occupy,270.00,31.00
466,mumblecore,45.00,61.00
467,vinyl,217.00,116.00
468,fingerstache,148.00,76.00
469,kinfolk,357.00,5.00
470,authentic,366.00,178.00
471,vice,313.00,178.00
472,seitan,56.00,179.00
473,forage,139.00,127.00
474,salvia,334.00,116.00
475,swag,202.00,104.00
476,synth,50.00,155.00
477,meditation,377.00,105.00
478,church-key,219.00,12.00
479,paleo,172.00,150.00
480,chicharrones,153.00,74.00
481,health,120.00,58.00
482,vegan,377.00,185.00
483,shoreditch,27.00,12.00
484,wolf,19.00,10.00
485,bespoke,211.00,100.00
486,meggings,305.00,126.00
487,umami,333.00,26.00
488,cornhole,305.00,140.00
489,yr,378.00,76.00
490,try-hard,140.00,103.00
491,franzen,286.00,147.00
492,pour-over,107.00,49.00
493,twee,274.00,21.00
494,sartorial,36.00,51.00
495,sustainable,275.00,137.00
496,meditation,373.00,90.00
497,tilde,249.00,65.00
498,mixtape,211.00,151.00
499,hella,324.00,69.00
500,hashtag,156.00,129.00
501,cred,122.00,136.00
502,pinterest,342.00,107.00
503,retro,287.00,47.00
504,aesthetic,241.00,55.00
505,sartorial,271.00,69.00
506,sartorial,115.00,38.00
507,chia,121.00,186.00
508,chambray,145.00,112.00
509,brunch,240.00,6.00
510,poutine,99.00,187.00
511,franzen,213.00,57.00
512,blog,47.00,5.00
513,actually,279.00,115.00
514,sriracha,354.00,160.00
515,loko,196.00,190.00
516,mlkshk,315.00,107.00
517,fixie,145.00,111.00
518,flannel,139.00,112.00
519,umami,15.00,3.00
520,pop-up,156.00,64.00
521,pour-over,269.00,164.00
522,seitan,298.00,129.00
523,lomo,55.00,62.00
524,loko,126.00,152.00
525,distillery,244.00,151.00
526,cred,219.00,15.00
527,chartreuse,48.00,115.00
528,aesthetic,26.00,84.00
529,cornhole,6.00,23.00
530,cliche,47.00,125.00
531,mumblecore,164.00,102.00
532,blog,369.00,177.00
533,austin,375.00,74.00
534,mustache,169.00,137.00
535,sriracha,203.00,125.00
536,post-ironic,254.00,93.00
537,organic,282.00,187.00
538,flannel,378.00,176.00
539,chia,187.00,180.00
540,swag,187.00,172.00
541,organic,179.00,3.00
542,organic,347.00,109.00
543,squid,59.00,121.00
544,gentrify,66.00,91.00
545,kickstarter,159.00,96.00
546,keytar,379.00,141.00
547,lomo,201.00,33.00
548,DIY,128.00,157.00
549,keffiyeh,197.00,26.00
550,farm-to-table,271.00,102.00
551,selvage,337.00,97.00
552,taxidermy,72.00,147.00
553,whatever,85.00,98.00
554,sustainable,233.00,27.00
555,crucifix,239.00,23.00
556,hella,149.00,188.00
557,sartorial,17.00,177.00
558,street,262.00,167.00
559,master,291.00,116.00
560,lo-fi,372.00,152.00
561,biodiesel,276.00,143.00
562,migas,358.00,116.00
563,tofu,324.00,160.00
564,roof,19.00,187.00
565,yr,364.00,41.00
566,meditation,136.00,120.00
567,squid,154.00,96.00
568,roof,367.00,116.00
569,twee,182.00,165.00
570,blog,178.00,16.00
571,whatever,197.00,64.00
572,austin,308.00,127.00
573,vice,271.00,26.00
574,8-bit,74.00,155.00
575,ennui,150.00,74.00
576,butcher,255.00,182.00
577,gastropub,215.00,99.00
578,lomo,211.00,29.00
579,kickstarter,25.00,149.00
580,squid,328.00,26.00
581,Yuccie,197.00,95.00
582,typewriter,340.00,179.00
583,tofu,41.00,165.00
584,chillwave,120.00,35.00
585,aesthetic,70.00,182.00
586,mlkshk,343.00,13.00
587,typewriter,191.00,55.00
588,hella,129.00,143.00
589,slow-carb,72.00,41.00
590,schlitz,75.00,117.00
591,ramps,195.00,127.00
592,squid,229.00,48.00
593,kitsch,293.00,113.00
594,offal,50.00,179.00
595,normcore,249.00,178.00
596,tousled,99.00,6.00
597,church-key,254.00,178.00
598,cornhole,370.00,117.00
599,cronut,186.00,126.00
600,pitchfork,68.00,111.00
601,ugh,103.00,46.00
602,forage,245.00,15.00
603,tattooed,50.00,112.00
604,Godard,14.00,112.00
605,chillwave,223.00,190.00
606,park,252.00,130.00
607,plaid,7.00,70.00
608,lumbersexual,182.00,43.00
609,organic,26.00,170.00
610,cred,257.00,190.00
611,wolf,298.00,38.00
612,letterpress,359.00,41.00
613,kickstarter,232.00,174.00
614,artisan,357.00,72.00
615,hoodie,69.00,186.00
616,sartorial,241.00,153.00
617,mumblecore,322.00,33.00
618,street,109.00,9.00
619,meditation,149.00,56.00
620,meh,148.00,116.00
621,gastropub,361.00,12.00
622,mumblecore,78.00,84.00
623,vinyl,331.00,60.00
624,stumptown,343.00,36.00
625,austin,95.00,22.00
626,brooklyn,222.00,143.00
627,leggings,251.00,91.00
628,twee,130.00,105.00
629,taxidermy,344.00,38.00
630,austin,341.00,139.00
631,celiac,297.00,132.00
632,celiac,259.00,120.00
633,truffaut,353.00,54.00
634,carry,160.00,48.00
635,quinoa,152.00,29.00
636,bitters,10.00,143.00
637,austin,112.00,15.00
638,retro,228.00,181.00
639,Thundercats,65.00,146.00
640,narwhal,291.00,115.00
641,truffaut,261.00,154.00
642,keffiyeh,342.00,45.00
643,tilde,61.00,26.00
644,forage,245.00,183.00
645,master,254.00,19.00
646,actually,303.00,84.00
647,stumptown,60.00,52.00
648,sustainable,221.00,84.00
649,sartorial,347.00,137.00
650,locavore,199.00,167.00
651,forage,229.00,80.00
652,mixtape,135.00,65.00
653,roof,63.00,158.00
654,pickled,369.00,47.00
655,semiotics,17.00,92.00
656,polaroid,209.00,34.00
657,disrupt,35.00,95.00
658,normcore,36.00,43.00
659,chartreuse,168.00,62.00
660,hoodie,334.00,142.00
661,marfa,326.00,102.00
662,keytar,313.00,190.00
663,salvia,16.00,99.00
664,humblebrag,313.00,7.00
665,semiotics,310.00,21.00
666,waistcoat,288.00,87.00
667,skateboard,202.00,0.00
668,poutine,90.00,47.00
669,mixtape,68.00,151.00
670,DIY,184.00,118.00
671,90's,289.00,114.00
672,lomo,326.00,185.00
673,forage,351.00,53.00
674,drinking,56.00,79.00
675,humblebrag,160.00,64.00
676,viral,342.00,36.00
677,celiac,224.00,84.00
678,vice,225.00,172.00
679,ramps,356.00,82.00
680,marfa,149.00,33.00
681,fingerstache,276.00,29.00
682,pabst,232.00,121.00
683,cronut,61.00,25.00
684,cray,273.00,166.00
685,health,373.00,138.00
686,street,268.00,7.00
687,lumbersexual,243.00,185.00
688,park,105.00,65.00
689,forage,18.00,185.00
690,celiac,201.00,64.00
691,artisan,34.00,175.00
692,sriracha,206.00,1.00
693,readymade,54.00,171.00
694,quinoa,299.00,76.00
695,lomo,252.00,67.00
696,squid,352.00,48.00
697,mustache,115.00,77.00
698,chambray,332.00,94.00
699,cold-pressed,222.00,29.00
700,carry,60.00,13.00
701,neutra,20.00,88.00
702,try-hard,64.00,89.00
703,taxidermy,353.00,153.00
704,whatever,190.00,8.00
705,health,91.00,1.00
706,master,163.00,115.00
707,loko,154.00,19.00
708,flexitarian,145.00,165.00
709,locavore,294.00,178.00
710,sartorial,174.00,29.00
711,DIY,262.00,99.00
712,cardigan,356.00,39.00
713,+1,304.00,47.00
714,YOLO,44.00,123.00
715,cray,108.00,89.00
716,roof,292.00,46.00
717,locavore,51.00,16.00
718,twee,286.00,35.00
719,cronut,162.00,171.00
720,mustache,211.00,49.00
721,retro,246.00,148.00
722,goth,92.00,26.00
723,vinegar,34.00,177.00
724,truffaut,263.00,182.00
725,poutine,288.00,72.00
726,polaroid,30.00,39.00
727,tousled,272.00,109.00
728,celiac,158.00,38.00
729,umami,308.00,108.00
730,slow-carb,359.00,13.00
731,butcher,378.00,79.00
732,park,338.00,72.00
733,poutine,264.00,112.00
734,pug,325.00,13.00
735,intelligentsia,282.00,179.00
736,freegan,107.00,189.00
737,cred,341.00,167.00
738,lomo,172.00,181.00
739,chambray,378.00,146.00
740,irony,251.00,4.00
741,williamsburg,137.00,158.00
742,flannel,168.00,166.00
743,celiac,145.00,15.00
744,disrupt,326.00,105.00
745,franzen,284.00,8.00
746,meggings,143.00,64.00
747,farm-to-table,59.00,163.00
748,listicle,340.00,116.00
749,meh,161.00,177.00
750,pickled,349.00,135.00
